product_id,producer_id
1555485,247
1555486,247
1555607,328
1555612,1411
1555620,537
1555622,537
1555658,537
1555660,537
1555731,1500
1555848,1542
1555849,1542
1555850,1542
1555851,1542
1556600,154
1556601,154
1556970,537
1556971,537
1556973,537
1556982,537
1557285,247
1557432,335
1557433,335
1557545,1516
1557546,1516
1557548,1516
1557550,1516
1557702,603
1558644,1360
1558651,1541
1558813,247
1558814,247
1558815,247
1558816,247
1558885,1541
1558888,1541
1559031,537
1559154,223
1559417,224
1559723,537
1572910,328
1572942,482
1573174,437
1573185,437
1573199,437
1573200,437
1573211,437
1573214,437
1573226,437
1573227,437
1573236,437
1573237,437
1573238,437
1573343,537
1573411,324
1573412,324
1573413,324
1573430,324
1573431,324
1573432,324
1573434,324
1573435,324
1573436,324
1573437,324
1573438,324
1573441,324
1573442,324
1573445,324
1573446,324
1573447,324
1573448,324
1573449,324
1573450,324
1573451,324
1573490,584
1573508,537
1573640,328
1574031,1516
1574183,247
1574262,921
1574264,921
1574494,537
1574495,537
1574496,537
1574497,537
1574498,537
1574499,537
1574500,537
1574501,537
1574506,537
1574507,537
1574508,537
1574509,537
1574510,537
1574511,537
1574727,1127
1577286,247
1577287,247
1577288,247
1577289,247
1577290,247
1577291,247
1577292,247
1577689,1342
1577690,1342
1577691,1342
1577694,1342
1577695,1342
1577699,292
1577750,537
1577752,223
1577761,537
1578147,328
1578155,584
1578242,584
1578437,1541
1578758,1580
1578786,1580
1578925,642
1578926,642
1578928,642
1578971,537
1578975,537
1579699,537
1579727,1516
1579921,1541
1579922,1541
1579926,1541
1579930,1541
1579931,1541
1579932,1541
1579934,1541
1579936,1541
1579938,1541
1579939,1541
1579940,1541
1579942,1541
1580024,247
1580299,1542
1580300,1542
1580302,1542
1580303,1542
1580304,1542
1580306,1542
1580308,1542
1580312,1542
1580315,1542
1580827,584
1580866,1581
1580867,1581
1580868,1581
1580871,1581
1580872,1581
1580873,1581
1580874,1581
1580875,1581
1580877,1581
1580878,1581
1580879,1581
1580880,1581
1580881,1581
1580882,1581
1580883,1581
1580884,1581
1580957,247
1581426,1582
1581442,1543
1581475,1543
1581481,1543
1581750,537
1581760,1581
1581761,1581
1581921,537
1581953,1552
1581954,1552
1582159,401
1582351,1541
1582352,1541
1582357,1541
1582360,1541
1582364,537
1582461,1342
1582463,1342
1582464,1342
1582465,1342
1582468,1342
1582469,1342
1582471,1342
1582472,1342
1582473,1342
1582474,1342
1582475,1342
1582478,1342
1582480,1342
1582482,1342
1582867,247
1582868,247
1582870,247
1582871,247
1582873,247
1582875,247
1582987,537
1582988,537
1583064,1542
1583065,1542
1583083,537
1583600,442
1583707,497
1583708,497
1583755,247
1583756,247
1583847,190
1583926,921
1584007,537
1584102,324
1584103,324
1584181,328
1584246,292
1584371,537
1584515,603
1584590,1580
1584597,1580
1584603,1580
1584669,328
1584685,595
1584825,247
1584827,247
1584831,247
1584832,247
1584833,247
1584834,247
1584835,247
1584836,247
1584837,247
1584943,190
1585189,266
1585190,266
1585468,224
1585473,224
1585481,224
1585496,224
1585578,401
1585584,1516
1585586,1516
1585602,324
1585787,1342
1585788,1342
1585789,1342
1585790,1342
1586014,266
1586033,1617
1586062,497
1591484,537
1591485,537
1591523,667
1591552,328
1591618,442
1591849,247
1591850,247
1591851,247
1592025,247
1592027,247
1594321,584
1594325,584
1594328,537
1594332,584
1594334,537
1594425,497
1594431,497
1594453,247
1594454,247
1594455,247
1594456,247
1594457,247
1594458,247
1594459,247
1594460,247
1594461,247
1594462,247
1594463,247
1594644,247
1594649,247
1594681,1507
1594829,497
1595003,537
1595004,537
1595007,537
1595009,537
1595011,537
1595012,537
1595025,1516
1595049,587
1595111,482
1595151,584
1595152,584
1595153,584
1595154,584
1595325,223
1595352,292
1595411,497
1595412,497
1595414,145
1595526,537
1595528,537
1595529,537
1595530,537
1595531,537
1595532,537
1595534,537
1595535,537
1595536,537
1595537,537
1595538,537
1595539,537
1595542,537
1595545,537
1595662,324
1595663,324
1595664,324
1595665,324
1595666,324
1595667,324
1595668,324
1595669,324
1595670,324
1595671,324
1595672,324
1595673,324
1595674,324
1595675,324
1595676,324
1595677,324
1595678,324
1595679,324
1595680,324
1595681,324
1595682,324
1595683,324
1595684,324
1595685,324
1595686,324
1595687,324
1595688,324
1595689,324
1595690,324
1595691,324
1595692,324
1595693,324
1595694,324
1595695,324
1595696,324
1595697,324
1595698,324
1595699,324
1595700,324
1595701,324
1595702,324
1595703,324
1595704,324
1595705,324
1595706,324
1595707,324
1595708,324
1595709,324
1595710,324
1595711,324
1595712,324
1595713,324
1595714,324
1595715,324
1595759,224
1595819,401
1595827,324
1595831,324
1595832,324
1595833,324
1595834,324
1595835,324
1595836,324
1595837,324
1595838,324
1595841,324
1595842,324
1595843,324
1595844,324
1595845,324
1595846,324
1595847,324
1595848,324
1595849,324
1595850,324
1595851,324
1595852,324
1595853,324
1595854,324
1595865,324
1595869,324
1595870,324
1595871,324
1595872,324
1595873,324
1595874,324
1595875,324
1595876,324
1595877,324
1595878,324
1595879,324
1595880,324
1595881,324
1595882,324
1595897,324
1595898,324
1595899,324
1595900,324
1595901,324
1595902,324
1595903,324
1596063,190
1596089,507
1596168,1536
1596217,356
1596218,1542
1596219,1542
1596220,356
1596406,247
1596634,247
1596635,247
1596636,247
1596637,247
1598984,1542
1598985,1542
1598986,1542
1598987,1542
1598988,1542
1598989,1542
1598990,1542
1598991,1542
1598992,1542
1599059,247
1601814,247
1601816,247
1602283,1342
1602284,1342
1602285,1342
1602286,1342
1602371,292
1602393,1516
1602398,1516
1602399,1516
1602484,537
1602993,1558
1602994,1558
1603038,328
1603081,482
1603082,482
1603086,482
1603116,921
1603256,356
1603340,324
1603341,324
1603342,324
1603343,324
1603344,324
1603345,324
1603346,324
1603349,324
1603350,324
1603351,324
1603605,1507
1603610,1507
1603626,537
1603628,537
1603629,537
1603826,1516
1603877,537
1604350,537
1604489,1516
1604490,1516
1604897,584
1604905,584
1604907,584
1604908,584
1604911,584
1604916,584
1604919,1580
1604940,537
1605005,537
1605008,537
1605200,356
1605202,356
1605423,496
1605461,1411
1605462,1411
1605463,1411
1605464,1411
1605675,1476
1605676,1476
1605677,1476
1605777,584
1606112,147
1606113,147
1606347,247
1606429,1542
1606430,1542
1606431,1542
1606432,1542
1606433,1542
1606434,1542
1606435,1542
1606682,1541
1606892,190
1607067,190
1607239,1541
1607240,1541
1607241,1541
1607451,324
1607452,324
1607454,324
1607455,324
1607456,324
1607457,324
1607458,324
1607459,324
1607460,324
1607461,324
1607462,324
1607463,324
1607464,324
1607465,324
1607466,324
1607467,324
1607468,324
1607469,324
1607470,324
1607471,324
1607472,324
1607473,324
1607474,324
1607475,324
1607476,324
1607477,324
1607478,324
1607483,324
1607484,324
1607485,324
1607486,324
1607487,324
1607488,324
1607489,324
1607490,324
1607491,324
1607492,324
1607493,324
1607714,1543
1607716,1543
1607721,1542
1608150,537
1608152,537
1608257,1590
1608258,1590
1608259,1590
1608260,1590
1608261,1590
1608262,1590
1608263,1590
1608264,1590
1608265,1590
1608280,1590
1608281,1590
1608282,1590
1608283,1590
1608284,1590
1608285,1590
1608286,1590
1608288,1590
1608289,1590
1608291,1590
1608292,1590
1608293,1590
1608294,1590
1608295,1590
1608296,1590
1608297,1590
1608298,1590
1608299,1590
1608300,1590
1608301,1590
1608302,1590
1608303,1590
1608304,1590
1608306,1590
1608307,1590
1608308,1590
1608311,1590
1608312,1590
1608313,1590
1608314,1590
1608316,1590
1608317,1590
1608318,1590
1608319,1590
1608320,1590
1608321,1590
1608322,1590
1608323,1590
1608324,1590
1608328,292
1608329,292
1608331,292
1608335,292
1608377,537
1608378,537
1608472,537
1608473,1590
1608474,1590
1608475,1590
1608476,1590
1608477,1590
1608478,1590
1608479,1590
1608480,1590
1608481,1590
1608482,1590
1608483,1590
1608485,1590
1608486,1590
1608487,1590
1608488,1590
1608489,1590
1608490,1590
1608492,1590
1608493,1590
1608494,1590
1608495,1590
1608496,1590
1608497,1590
1608498,1590
1608499,1590
1608500,1590
1608501,1590
1608502,1590
1608503,1590
1608504,1590
1608505,1590
1608506,1590
1608508,1590
1608509,1590
1608510,1590
1608511,1590
1608512,1590
1608513,1590
1608514,1590
1608515,1590
1608517,1590
1608518,1590
1608519,1590
1608623,270
1608774,247
1608868,537
1608869,537
1608870,537
1608871,537
1608872,537
1608873,537
1608874,537
1608875,537
1608876,537
1608877,537
1608878,537
1608879,537
1608980,247
1608982,247
1608983,247
1608984,247
1608985,247
1608986,247
1608987,247
1608989,247
1608990,247
1608992,247
1609005,247
1609006,247
1609008,247
1609009,247
1609010,247
1609011,247
1609012,247
1609114,1507
1609154,1516
1609155,1516
1609165,584
1609251,356
1609252,356
1609253,356
1609449,247
1609450,247
1609451,247
1609452,247
1609453,247
1609454,247
1609455,247
1609456,247
1609457,247
1609458,247
1609465,1516
1609466,1516
1609469,1516
1609523,1542
1609534,1542
1609535,1542
1609536,1542
1609537,1542
1609541,1542
1609542,1542
1609584,247
1609640,247
1609641,247
1609642,247
1609643,247
1609645,247
1609768,247
1609769,247
1609770,247
1609771,247
1609772,247
1609793,1507
1609930,1516
1609932,1516
1609933,1516
1610027,537
1610028,537
1610083,1507
1610086,1507
1610357,247
1610496,1541
1610497,1541
1610498,1541
1610499,1541
1610502,1541
1610503,1541
1610509,1541
1610510,1541
1610511,1541
1610513,1541
1610516,1541
1610518,1541
1610519,1541
1610520,1541
1610521,1541
1610759,1342
1610760,1342
1610761,1342
1610762,1342
1610763,1342
1610918,1342
1610919,1342
1610920,1342
1610921,1342
1610922,1342
1610924,1342
1610926,1342
1610927,1342
1610932,1342
1610933,1342
1610934,1342
1610941,247
1610942,247
1610943,247
1610944,247
1610992,247
1611495,247
1611499,247
1611500,247
1611502,247
1611506,247
1611507,247
1611624,247
1611626,247
1611628,247
1611629,247
1611630,247
1611631,247
1611633,247
1611634,247
1611635,247
1611636,247
1611637,247
1611639,247
1611641,247
1611642,247
1611644,247
1611645,247
1611646,247
1611647,247
1611648,247
1611652,247
1611653,247
1611654,247
1611655,247
1611656,247
1611657,247
1611658,247
1611672,1516
1611674,1516
1611676,1516
1611677,1516
1611678,1516
1612019,1516
1612024,537
1612025,537
1612028,537
1612272,332
1612439,332
1612441,332
1612442,332
1612444,332
1612446,332
1612485,332
1612486,332
1612513,332
1612514,332
1612515,332
1612516,332
1612517,332
1612518,332
1612519,332
1612520,332
1612521,332
1612522,332
1612526,332
1612527,332
1612528,332
1612529,332
1612530,332
1612531,332
1612532,332
1612533,332
1612534,332
1612535,332
1612536,332
1612537,332
1612538,332
1612544,332
1612545,332
1612577,247
1612581,1590
1612590,292
1612663,537
1612666,537
1612669,537
1612670,537
1612671,537
1612673,537
1612674,537
1612675,537
1612677,537
1612678,537
1612679,537
1612680,537
1612681,537
1612682,537
1612731,332
1612732,332
1612734,332
1612735,332
1612736,332
1612737,332
1612738,332
1612839,537
1613205,1580
1613209,1580
1613210,1580
1613293,1590
1613305,456
1613306,456
1613307,456
1613308,456
1613309,456
1613310,456
1613311,456
1613312,456
1613313,456
1613314,456
1613315,456
1613316,456
1613339,537
1613340,537
1613341,537
1613373,667
1613527,537
1613533,537
1613535,537
1613599,324
1613600,324
1613601,324
1613602,324
1613603,324
1613604,324
1613605,324
1613606,324
1613607,324
1613608,324
1613609,324
1613610,324
1613611,324
1613612,324
1613613,324
1613614,324
1613615,324
1613616,324
1613617,324
1613618,324
1613619,324
1613620,324
1613621,324
1613622,324
1613623,324
1613624,324
1613625,324
1613626,324
1613627,324
1613628,324
1613629,324
1613630,324
1613631,324
1613632,324
1613633,324
1613654,324
1613655,324
1613656,324
1613664,324
1613665,324
1613666,324
1613667,324
1613672,324
1613673,324
1613674,324
1613675,324
1613680,324
1613681,324
1613682,324
1613683,324
1613953,537
1613954,537
1613955,537
1613956,537
1613957,537
1613958,537
1613959,537
1613962,537
1613964,537
1613965,537
1613966,537
1613967,537
1613968,537
1613969,537
1613970,537
1613972,537
1614276,224
1614277,224
1614278,224
1614279,224
1614417,1590
1614418,1590
1614419,1590
1614420,1590
1614421,1590
1614422,1590
1614423,1590
1614424,1590
1614425,1590
1614428,1590
1614432,1590
1614437,1590
1614438,1590
1614439,1590
1614440,1590
1614441,1590
1614442,1590
1614443,1590
1614444,1590
1614445,1590
1614446,1590
1614447,1590
1614448,1590
1614449,1590
1614450,1590
1614451,1590
1614452,1590
1614453,1590
1614454,1590
1614455,1590
1614456,1590
1614457,1590
1614458,1590
1614459,1590
1614460,1590
1614461,1590
1614462,1590
1614463,1590
1614464,1590
1614465,1590
1614466,1590
1614467,1590
1614468,1590
1614469,1590
1614471,1590
1614472,1590
1614473,1590
1614474,1590
1614476,1590
1614477,1590
1614478,1590
1614479,1590
1614481,1590
1614483,1590
1614484,1590
1614485,1590
1614486,1590
1614487,1590
1614488,1590
1614489,1590
1614490,1590
1614491,1590
1614492,1590
1614493,1590
1614494,1590
1614495,1590
1614496,1590
1614509,577
1614547,1590
1614565,1516
1614566,1516
1614575,1590
1614576,1590
1614577,1590
1614578,1590
1614579,1590
1614580,1590
1614581,1411
1614582,1411
1614585,1411
1614586,1411
1614590,1411
1614591,1411
1614592,1411
1614600,168
1614612,332
1614782,1590
1614785,1590
1614795,147
1614806,162
1614918,1590
1614919,1590
1614920,1590
1614921,537
1614922,537
1614923,537
1614924,537
1614925,537
1614926,537
1614933,1592
1614934,1592
1614935,1592
1614936,1592
1614937,1592
1614938,1592
1614939,1592
1614940,1592
1614941,1592
1614942,1592
1615021,537
1615023,537
1615024,537
1615025,537
1615026,537
1615027,537
1615074,437
1615183,145
1615187,1411
1615191,1411
1615193,1411
1615194,1411
1615195,1411
1615273,1541
1615275,1541
1615276,1541
1615277,1541
1615278,1541
1615279,1541
1615280,1541
1615281,1541
1615282,1541
1615283,1541
1615286,1541
1615287,1541
1615292,1541
1615293,1541
1615294,1541
1615425,292
1615533,1541
1615534,1541
1615567,247
1615568,247
1615569,247
1615570,247
1615571,247
1615572,247
1615573,247
1615574,247
1615575,247
1615576,247
1615577,247
1615578,247
1615579,247
1615580,247
1615581,247
1615582,247
1615583,247
1615584,247
1615585,247
1615586,247
1615587,247
1615588,247
1615589,247
1615590,247
1615591,247
1615592,247
1615593,247
1615594,247
1615595,247
1615596,247
1615597,247
1615598,247
1615599,247
1615600,247
1615601,247
1615602,247
1615603,247
1615604,247
1615605,247
1615606,247
1615607,247
1615608,247
1615609,247
1615610,247
1615611,247
1615612,247
1615613,247
1615614,247
1615615,247
1615616,247
1615617,247
1615618,247
1615619,247
1615620,247
1615621,247
1615622,247
1615623,247
1615624,247
1615625,247
1615626,247
1615627,247
1615628,247
1615629,247
1615630,247
1615631,247
1615632,247
1615633,247
1615634,247
1615635,247
1615636,247
1615637,247
1615638,247
1616100,1342
1616102,1342
1616104,1342
1616105,1342
1616442,1516
1616586,537
1616588,537
1616637,247
1616638,247
1616728,537
1616729,537
1616794,537
1617291,1342
1617295,1342
1617297,1342
1617298,1342
1617319,537
1617320,537
1617321,537
1617353,1590
1617354,1590
1617355,1590
1617356,1590
1617357,1590
1617358,1590
1617359,1590
1617360,1590
1617361,1590
1617783,247
1617784,247
1617785,247
1617787,247
1617788,247
1617852,537
1617853,537
1617854,537
1617855,537
1617875,455
1617917,455
1617940,921
1617957,247
1617958,247
1617959,247
1617960,162
1617961,247
1617962,247
1617963,247
1617964,247
1617965,247
1617966,247
1617967,247
1617968,247
1617969,247
1617970,247
1617971,247
1617972,247
1617973,247
1617974,247
1617976,247
1617978,247
1617979,247
1617980,247
1617981,247
1617982,247
1617983,247
1617984,247
1617985,247
1618777,1580
1618794,537
1618796,537
1618801,223
1618883,537
1619083,147
1619084,147
1619085,147
1619110,921
1619347,1590
1619372,1590
1619373,1590
1619374,1590
1619619,328
1619720,1590
1619744,1500
1619877,1590
1619947,537
1619969,1590
1619970,1590
1619971,1590
1620079,1590
1620080,1590
1620082,1590
1620234,247
1620240,247
1620241,247
1620265,497
1620268,497
1620421,497
1620422,497
1620423,497
1620424,497
1620523,1476
1620761,247
1620832,537
1620834,537
1620836,537
1620856,584
1620857,584
1621047,537
1621059,405
1621060,405
1621061,405
1621062,405
1621063,405
1621064,405
1621065,405
1621066,405
1621067,405
1621251,1592
1621254,1592
1621282,1590
1621285,1590
1621289,1590
1621309,324
1621310,324
1621311,324
1621312,324
1621313,324
1621327,370
1621328,370
1621370,482
1621371,482
1621372,482
1621535,292
1621610,1543
1621630,247
1622749,356
1622760,356
1622957,335
1623099,507
1623100,507
1623101,507
1623102,507
1623103,507
1624367,1507
1624368,1507
1624369,1507
1624370,1507
1624371,1507
1624372,1507
1624373,1507
1624374,1507
1624375,1507
1624376,1507
1624377,1507
1624378,1507
1624379,1507
1624380,1507
1624381,1507
1624382,1507
1624383,1507
1624384,1507
1624385,1507
1624386,1507
1624387,1507
1624388,1507
1624389,1507
1624390,1507
1624391,1507
1624392,1507
1624393,1507
1624394,1507
1624495,1500
1624504,537
1624505,537
1624512,537
1624513,537
1624514,537
1624520,537
1624533,537
1624589,247
1624650,1476
1624651,1476
1624654,1590
1624657,1590
1624658,1590
1624677,328
1624735,584
1624740,1580
1624894,1580
1624993,537
1625043,1604
1625044,1604
1625045,1604
1625046,1604
1625047,1604
1625048,1604
1625049,1604
1625050,1604
1625087,292
1625088,292
1625089,292
1625201,537
1625202,537
1625203,537
1625205,537
1625206,537
1625207,537
1625317,455
1625594,224
